# File generated by CMD 3.2 (http://stev.oapd.inaf.it/cmd) on Wed May 29 16:04:51 CEST 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Maiz-Apellaniz and Weiler 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag
0.0152 7.750 6.5385556221 2.6199176311    6.538  3.512  3.8156  1.956    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.010 -4.201 -4.006 -3.987 -4.519
0.0152 7.750 6.5386228561 2.6199178696    6.538  3.505  3.8040  1.916    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.993 -4.182 -3.961 -3.939 -4.532
0.0152 7.750 6.5386862755 2.6199178696    6.538  3.498  3.7925  1.877    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.976 -4.158 -3.911 -3.887 -4.541
0.0152 7.750 6.5387468338 2.6199181080    6.538  3.491  3.7810  1.838    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.958 -4.133 -3.858 -3.832 -4.549
0.0152 7.750 6.5388045311 2.6199183464    6.538  3.484  3.7696  1.800    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.940 -4.104 -3.797 -3.769 -4.556
0.0152 7.750 6.5388588905 2.6199185848    6.539  3.477  3.7582  1.761    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.922 -4.073 -3.736 -3.705 -4.556
0.0152 7.750 6.5389108658 2.6199185848    6.539  3.469  3.7469  1.724    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.903 -4.040 -3.674 -3.641 -4.552
0.0152 7.750 6.5389604568 2.6199188232    6.539  3.462  3.7357  1.687    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.884 -4.002 -3.608 -3.572 -4.542
0.0152 7.750 6.5390071869 2.6199188232    6.539  3.454  3.7249  1.651    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.864 -3.962 -3.539 -3.501 -4.528
0.0152 7.750 6.5390539169 2.6199190617    6.539  3.445  3.7146  1.619    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.843 -3.918 -3.469 -3.429 -4.508
0.0152 7.750 6.5391016006 2.6199190617    6.539  3.436  3.7047  1.588    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.820 -3.870 -3.395 -3.353 -4.483
0.0152 7.750 6.5391540527 2.6199193001    6.539  3.424  3.6949  1.561    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.791 -3.814 -3.314 -3.271 -4.449
0.0152 7.750 6.5392160416 2.6199195385    6.539  3.410  3.6861  1.539    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.756 -3.752 -3.229 -3.185 -4.406
0.0152 7.750 6.5393099785 2.6199197769    6.539  3.389  3.6768  1.524    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.703 -3.671 -3.128 -3.083 -4.340
0.0152 7.750 6.5394167900 2.6199200153    6.539  3.364  3.6685  1.515    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.641 -3.581 -3.021 -2.975 -4.264
0.0152 7.750 6.5395317078 2.6199202538    6.539  3.342  3.6603  1.504    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.586 -3.494 -2.917 -2.870 -4.192
0.0152 7.750 6.5396146774 2.6199204922    6.539  3.334  3.6546  1.490    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.566 -3.449 -2.857 -2.810 -4.159
0.0152 7.750 6.5397024155 2.6199207306    6.539  3.344  3.6484  1.455    3  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.590 -3.445 -2.833 -2.785 -4.169
0.0152 7.750 6.5398159027 2.6199212074    6.539  3.381  3.6396  1.383    3  0.000  0.537     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.708e-03 7.403e-04 6.720e-03 -1.000 1.527e-02 -3.682 -3.494 -2.852 -2.804 -4.240
0.0152 7.750 6.5398921967 2.6199214458    6.540  3.422  3.6334  1.317    3  0.000  0.534     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.692e-03 7.457e-04 6.720e-03 -1.000 1.527e-02 -3.785 -3.563 -2.899 -2.850 -4.325
0.0152 7.750 6.5399522781 2.6199214458    6.540  3.460  3.6285  1.260    3  0.000  0.523     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.756e-01 2.636e-03 7.799e-04 6.720e-03 -1.000 1.528e-02 -3.880 -3.632 -2.950 -2.900 -4.408
0.0152 7.750 6.5400071144 2.6199216843    6.540  3.496  3.6243  1.207    3  0.000  0.501     0.00     0.00 -1    -1e-30      0.00 7.091e-01 2.756e-01 2.527e-03 8.819e-04 6.720e-03 -1.000 1.528e-02 -3.970 -3.698 -2.999 -2.949 -4.485
0.0152 7.750 6.5400481224 2.6199216843    6.540  3.522  3.6213  1.169    3  0.000  0.482     0.00     0.00 -1    -1e-30      0.00 7.091e-01 2.756e-01 2.428e-03 9.922e-04 6.720e-03 -1.000 1.527e-02 -4.034 -3.745 -3.034 -2.984 -4.540
0.0152 7.750 6.5400781631 2.6199219227    6.540  3.539  3.6196  1.145    3  0.000  0.468     0.00     0.00 -1    -1e-30      0.00 7.091e-01 2.756e-01 2.361e-03 1.074e-03 6.720e-03 -1.000 1.527e-02 -4.078 -3.778 -3.060 -3.009 -4.578
0.0152 7.750 6.5401463509 2.6199221611    6.540  3.573  3.6161  1.097    3  0.000  0.447     0.00     0.00 -1    -1e-30      0.00 7.090e-01 2.756e-01 2.253e-03 1.207e-03 6.720e-03 -1.000 1.537e-02 -4.161 -3.840 -3.106 -3.055 -4.650
0.0152 7.750 6.5401644707 2.6199221611    6.540  3.579  3.6154  1.088    3  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 7.090e-01 2.756e-01 2.234e-03 1.230e-03 6.720e-03 -1.000 1.537e-02 -4.178 -3.852 -3.116 -3.065 -4.664
0.0152 7.750 6.5402827263 2.6199223995    6.540  3.610  3.6123  1.045    3  0.000  0.429     0.00     0.00 -1    -1e-30      0.00 7.090e-01 2.756e-01 2.162e-03 1.320e-03 6.720e-03 -1.000 1.537e-02 -4.254 -3.908 -3.158 -3.107 -4.729
0.0152 7.750 6.5405197144 2.6199231148    6.540  3.645  3.6086  0.995    3  0.000  0.413     0.00     0.00 -1    -1e-30      0.00 7.089e-01 2.757e-01 2.078e-03 1.424e-03 6.717e-03 -1.000 1.537e-02 -4.343 -3.973 -3.206 -3.155 -4.805
0.0152 7.750 6.5409922600 2.6199243069    6.541  3.686  3.6044  0.937    3  0.000  0.398     0.00     0.00 -1    -1e-30      0.00 7.080e-01 2.766e-01 1.988e-03 1.589e-03 6.655e-03 -1.000 1.537e-02 -4.445 -4.046 -3.257 -3.205 -4.891
0.0152 7.750 6.5415692329 2.6199259758    6.541  3.728  3.6004  0.880    3  0.000  0.393     0.00     0.00 -1    -1e-30      0.00 7.049e-01 2.797e-01 1.914e-03 1.827e-03 6.488e-03 -1.000 1.537e-02 -4.549 -4.121 -3.311 -3.259 -4.978
0.0152 7.750 6.5421986580 2.6199278831    6.542  3.770  3.5964  0.821    3  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.993e-01 2.854e-01 1.850e-03 2.079e-03 6.291e-03 -1.000 1.537e-02 -4.656 -4.196 -3.363 -3.311 -5.068
0.0152 7.750 6.5428280830 2.6199295521    6.542  3.811  3.5928  0.765    3  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.928e-01 2.918e-01 1.801e-03 2.280e-03 6.131e-03 -1.000 1.537e-02 -4.758 -4.269 -3.413 -3.362 -5.154
0.0152 7.750 6.5435519218 2.6199314594    6.543  3.851  3.5894  0.713    3  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.865e-01 2.981e-01 1.763e-03 2.437e-03 6.005e-03 -1.000 1.537e-02 -4.856 -4.339 -3.462 -3.410 -5.236
0.0152 7.750 6.5456886292 2.6199374199    6.545  3.886  3.5863  0.665    3  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.821e-01 3.025e-01 1.740e-03 2.535e-03 5.927e-03 -1.000 1.537e-02 -4.944 -4.398 -3.499 -3.447 -5.307
0.0152 7.750 6.5518741608 2.6199545860    6.551  3.870  3.5881  0.688    3  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.821e-01 3.025e-01 1.740e-03 2.535e-03 5.927e-03 -1.000 1.537e-02 -4.905 -4.376 -3.489 -3.437 -5.278
0.0152 7.750 6.5625042915 2.6199841499    6.562  3.836  3.5918  0.739    4  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.025e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.819 -4.321 -3.459 -3.407 -5.210
0.0152 7.750 6.5703573227 2.6200058460    6.570  3.800  3.5953  0.789    4  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.025e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.731 -4.262 -3.421 -3.369 -5.138
0.0152 7.750 6.5772881508 2.6200249195    6.577  3.764  3.5989  0.839    4  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.025e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.641 -4.201 -3.382 -3.330 -5.065
0.0152 7.750 6.5849351883 2.6200459003    6.584  3.723  3.6031  0.898    4  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.025e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.538 -4.129 -3.332 -3.281 -4.979
0.0152 7.750 6.5916504860 2.6200642586    6.591  3.688  3.6068  0.948    4  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.025e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.451 -4.068 -3.290 -3.239 -4.906
0.0152 7.750 6.6009793282 2.6200897694    6.600  3.646  3.6115  1.010    4  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.344 -3.994 -3.239 -3.188 -4.817
0.0152 7.750 6.6119318008 2.6201195717    6.611  3.608  3.6163  1.068    4  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.249 -3.929 -3.195 -3.144 -4.739
0.0152 7.750 6.6314940453 2.6201725006    6.631  3.574  3.6233  1.131    4  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.165 -3.888 -3.182 -3.132 -4.678
0.0152 7.750 6.6416645050 2.6201999187    6.641  3.565  3.6267  1.154    4  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.143 -3.885 -3.193 -3.143 -4.667
0.0152 7.750 6.6567926407 2.6202404499    6.656  3.595  3.6355  1.160    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.219 -4.009 -3.348 -3.298 -4.769
0.0152 7.750 6.6602783203 2.6202497482    6.659  3.615  3.6403  1.159    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.268 -4.084 -3.439 -3.390 -4.832
0.0152 7.750 6.6621737480 2.6202549934    6.661  3.633  3.6450  1.161    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.312 -4.152 -3.521 -3.472 -4.889
0.0152 7.750 6.6633186340 2.6202578545    6.662  3.647  3.6507  1.170    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.347 -4.214 -3.602 -3.554 -4.938
0.0152 7.750 6.6637220383 2.6202590466    6.663  3.652  3.6544  1.179    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.361 -4.245 -3.644 -3.596 -4.961
0.0152 7.750 6.6640872955 2.6202600002    6.663  3.657  3.6588  1.192    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.373 -4.277 -3.689 -3.641 -4.983
0.0152 7.750 6.6643972397 2.6202607155    6.663  3.661  3.6631  1.205    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.383 -4.304 -3.725 -3.678 -5.002
0.0152 7.750 6.6646814346 2.6202616692    6.664  3.664  3.6671  1.218    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.391 -4.327 -3.757 -3.710 -5.019
0.0152 7.750 6.6649842262 2.6202623844    6.664  3.668  3.6712  1.230    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.400 -4.351 -3.789 -3.742 -5.035
0.0152 7.750 6.6653161049 2.6202633381    6.664  3.672  3.6755  1.244    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.410 -4.375 -3.821 -3.775 -5.052
0.0152 7.750 6.6656918526 2.6202642918    6.665  3.676  3.6811  1.262    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.421 -4.404 -3.862 -3.816 -5.072
0.0152 7.750 6.6661272049 2.6202654839    6.665  3.681  3.6875  1.283    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.433 -4.435 -3.907 -3.862 -5.092
0.0152 7.750 6.6666431427 2.6202669144    6.666  3.687  3.6951  1.307    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.447 -4.472 -3.964 -3.920 -5.112
0.0152 7.750 6.6672635078 2.6202683449    6.666  3.693  3.7044  1.339    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.822e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.463 -4.514 -4.031 -3.988 -5.134
0.0152 7.750 6.6680107117 2.6202704906    6.667  3.700  3.7164  1.379    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.481 -4.562 -4.111 -4.071 -5.154
0.0152 7.750 6.6688928604 2.6202728748    6.668  3.708  3.7314  1.431    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.500 -4.614 -4.203 -4.165 -5.170
0.0152 7.750 6.6699080467 2.6202754974    6.669  3.716  3.7479  1.490    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.024e-01 1.740e-03 2.535e-03 5.926e-03 -1.000 1.537e-02 -4.519 -4.662 -4.295 -4.261 -5.175
0.0152 7.750 6.6710395813 2.6202785969    6.670  3.723  3.7656  1.554    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.024e-01 1.740e-03 2.535e-03 5.925e-03 -1.000 1.537e-02 -4.537 -4.702 -4.382 -4.351 -5.167
0.0152 7.750 6.6722750664 2.6202816963    6.671  3.730  3.7835  1.619    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.024e-01 1.740e-03 2.535e-03 5.925e-03 -1.000 1.537e-02 -4.554 -4.735 -4.466 -4.440 -5.144
0.0152 7.750 6.6736087799 2.6202852726    6.673  3.736  3.8002  1.680    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.024e-01 1.740e-03 2.535e-03 5.925e-03 -1.000 1.537e-02 -4.569 -4.760 -4.533 -4.511 -5.119
0.0152 7.750 6.6750478745 2.6202890873    6.674  3.742  3.8156  1.735    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.024e-01 1.740e-03 2.535e-03 5.925e-03 -1.000 1.537e-02 -4.584 -4.780 -4.588 -4.569 -5.093
0.0152 7.750 6.6766085625 2.6202933788    6.676  3.747  3.8300  1.787    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.024e-01 1.740e-03 2.535e-03 5.925e-03 -1.000 1.537e-02 -4.599 -4.797 -4.636 -4.619 -5.069
0.0152 7.750 6.6783251762 2.6202979088    6.677  3.753  3.8438  1.836    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.024e-01 1.740e-03 2.535e-03 5.925e-03 -1.000 1.537e-02 -4.613 -4.810 -4.677 -4.662 -5.041
0.0152 7.750 6.6802620888 2.6203029156    6.679  3.759  3.8573  1.885    5  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.024e-01 1.740e-03 2.535e-03 5.925e-03 -1.000 1.537e-02 -4.628 -4.820 -4.713 -4.701 -5.011
0.0152 7.750 6.6825275421 2.6203091145    6.681  3.765  3.8699  1.930    5  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.024e-01 1.740e-03 2.535e-03 5.925e-03 -1.000 1.537e-02 -4.642 -4.826 -4.741 -4.731 -4.983
0.0152 7.750 6.6855444908 2.6203169823    6.684  3.770  3.8820  1.973    5  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.024e-01 1.740e-03 2.535e-03 5.925e-03 -1.000 1.537e-02 -4.656 -4.829 -4.762 -4.755 -4.956
0.0152 7.750 6.6931438446 2.6203370094    6.692  3.779  3.8964  2.022    5  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.024e-01 1.740e-03 2.535e-03 5.925e-03 -1.000 1.537e-02 -4.678 -4.831 -4.784 -4.778 -4.926
0.0152 7.750 6.6984858513 2.6203513145    6.697  3.781  3.8923  2.004    5  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.024e-01 1.740e-03 2.535e-03 5.925e-03 -1.000 1.537e-02 -4.683 -4.842 -4.790 -4.784 -4.946
0.0152 7.750 6.7063226700 2.6203718185    6.705  3.784  3.8850  1.973    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.535e-03 5.925e-03 -1.000 1.537e-02 -4.689 -4.858 -4.796 -4.789 -4.978
0.0152 7.750 6.7269611359 2.6204259396    6.726  3.793  3.8699  1.904    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.713 -4.897 -4.813 -4.803 -5.053
0.0152 7.750 6.7386913300 2.6204564571    6.737  3.798  3.8597  1.860    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.724 -4.916 -4.815 -4.803 -5.099
0.0152 7.750 6.7454457283 2.6204741001    6.744  3.799  3.8505  1.822    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.728 -4.923 -4.805 -4.791 -5.134
0.0152 7.750 6.7499895096 2.6204857826    6.749  3.800  3.8424  1.789    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.729 -4.927 -4.792 -4.777 -5.160
0.0152 7.750 6.7516269684 2.6204900742    6.750  3.802  3.8407  1.780    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.735 -4.932 -4.795 -4.780 -5.171
0.0152 7.750 6.7541961670 2.6204967499    6.753  3.801  3.8363  1.764    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.731 -4.930 -4.783 -4.767 -5.182
0.0152 7.750 6.7580971718 2.6205067635    6.757  3.802  3.8268  1.725    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.734 -4.933 -4.766 -4.749 -5.213
0.0152 7.750 6.7614879608 2.6205155849    6.760  3.807  3.8340  1.748    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.749 -4.948 -4.796 -4.780 -5.206
0.0152 7.750 6.7644505501 2.6205232143    6.763  3.803  3.8253  1.718    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.738 -4.937 -4.767 -4.750 -5.221
0.0152 7.750 6.7666616440 2.6205289364    6.765  3.803  3.8182  1.690    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.737 -4.935 -4.749 -4.731 -5.239
0.0152 7.750 6.7685751915 2.6205339432    6.767  3.802  3.8118  1.665    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.735 -4.932 -4.732 -4.712 -5.255
0.0152 7.750 6.7701063156 2.6205377579    6.769  3.801  3.8057  1.642    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.733 -4.928 -4.714 -4.692 -5.269
0.0152 7.750 6.7716517448 2.6205418110    6.770  3.800  3.7992  1.617    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.730 -4.922 -4.693 -4.670 -5.282
0.0152 7.750 6.7728438377 2.6205449104    6.771  3.799  3.7934  1.595    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.727 -4.916 -4.672 -4.648 -5.293
0.0152 7.750 6.7741255760 2.6205480099    6.773  3.797  3.7870  1.571    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.723 -4.908 -4.649 -4.623 -5.305
0.0152 7.750 6.7753219604 2.6205511093    6.774  3.796  3.7807  1.548    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.823e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.719 -4.901 -4.624 -4.597 -5.318
0.0152 7.750 6.7766838074 2.6205546856    6.775  3.793  3.7735  1.522    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.713 -4.888 -4.589 -4.561 -5.328
0.0152 7.750 6.7788028717 2.6205601692    6.777  3.788  3.7623  1.482    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.701 -4.863 -4.533 -4.502 -5.338
0.0152 7.750 6.7805533409 2.6205646992    6.779  3.783  3.7516  1.444    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.688 -4.836 -4.479 -4.445 -5.340
0.0152 7.750 6.7811951637 2.6205663681    6.780  3.790  3.7482  1.424    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.704 -4.849 -4.481 -4.447 -5.361
